#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-B3AA733A4BDE41-1CD58AD9E4528FF7
#datatype	hitsFull Results
#status	0
#Start time	2020-12-09T13:44:56	Run time	0:00:09:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#201 - >265:Oceanithermus profundus DSM 14977 | Ocepr_2165	superfamily	173409	139	191	0.00298013	38.9345	cl31753	PTZ00117 superfamily	NC	 - 
Q#201 - >265:Oceanithermus profundus DSM 14977 | Ocepr_2165	non-specific	180477	140	191	0.0032907	38.5716	PRK06223	PRK06223	NC	cl32129
Q#201 - >265:Oceanithermus profundus DSM 14977 | Ocepr_2165	superfamily	180477	140	191	0.0032907	38.5716	cl32129	PRK06223 superfamily	NC	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	specific	163337	17	344	0	566.934	TIGR03586	PseI	 - 	cl31462
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	163337	17	344	0	566.934	cl31462	PseI superfamily	 - 	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	specific	225000	4	350	1.12508e-167	471.046	COG2089	SpsE	 - 	cl30261
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	225000	4	350	1.12508e-167	471.046	cl30261	SpsE superfamily	 - 	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	specific	376990	41	275	6.23408e-139	393.787	pfam03102	NeuB	 - 	cl17225
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	388417	41	275	6.23408e-139	393.787	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	274655	18	342	1.31727e-128	371.144	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	274655	18	342	1.31727e-128	371.144	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	specific	212160	292	349	1.39915e-28	105.115	cd11615	SAF_NeuB_like	 - 	cl00555
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	382078	292	349	1.39915e-28	105.115	cl00555	SAF superfamily	 - 	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	378023	292	349	1.54202e-13	64.5047	pfam08666	SAF	 - 	cl00555
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	specific	214862	292	349	1.64954e-10	56.0354	smart00858	SAF	 - 	cl00555
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	225431	5	276	4.44583e-07	50.44	COG2876	AroGA	 - 	cl17225
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	273577	2	269	5.98269e-07	50.0355	TIGR01361	DAHP_synth_Bsub	 - 	cl17225
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	212159	298	349	1.1199e-06	45.155	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	181535	1	276	1.84558e-06	48.734	PRK08673	PRK08673	N	cl32318
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	181535	1	276	1.84558e-06	48.734	cl32318	PRK08673 superfamily	N	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	274466	295	345	0.00464639	36.3552	TIGR03170	flgA_cterm	C	cl37230
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	superfamily	274466	295	345	0.00464639	36.3552	cl37230	flgA_cterm superfamily	C	 - 
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	212161	299	347	0.00554736	35.1685	cd11616	SAF_DH_OX_like	C	cl00555
Q#202 - >96:Desulfobacca acetoxidans DSM 11109 | Desac_1882	non-specific	184028	4	274	0.00593027	37.7564	PRK13398	PRK13398	 - 	cl17225
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	specific	163337	17	340	0	556.919	TIGR03586	PseI	 - 	cl31462
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	superfamily	163337	17	340	0	556.919	cl31462	PseI superfamily	 - 	 - 
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	specific	225000	7	345	4.56934e-151	428.674	COG2089	SpsE	 - 	cl30261
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	superfamily	225000	7	345	4.56934e-151	428.674	cl30261	SpsE superfamily	 - 	 - 
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	specific	376990	38	274	6.25389e-120	345.637	pfam03102	NeuB	 - 	cl17225
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	superfamily	388417	38	274	6.25389e-120	345.637	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	non-specific	274655	18	338	1.08875e-96	289.867	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	superfamily	274655	18	338	1.08875e-96	289.867	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	specific	212160	288	345	9.52975e-22	87.0106	cd11615	SAF_NeuB_like	 - 	cl00555
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	superfamily	382078	288	345	9.52975e-22	87.0106	cl00555	SAF superfamily	 - 	 - 
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	non-specific	378023	288	346	4.63293e-10	54.8747	pfam08666	SAF	 - 	cl00555
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	specific	214862	288	346	2.32313e-08	49.8722	smart00858	SAF	 - 	cl00555
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	non-specific	212159	294	345	0.000397252	37.8362	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	non-specific	274472	293	350	0.00361273	38.4058	TIGR03177	pilus_cpaB	C	cl37231
Q#203 - >4:Azospirillum brasilense Sp245 | AZOBR_p1160037	superfamily	274472	293	350	0.00361273	38.4058	cl37231	pilus_cpaB superfamily	C	 - 
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	specific	163337	13	322	0	539.2	TIGR03586	PseI	 - 	cl31462
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	superfamily	163337	13	322	0	539.2	cl31462	PseI superfamily	 - 	 - 
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	specific	225000	1	342	1.60018e-143	409.8	COG2089	SpsE	 - 	cl30261
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	superfamily	225000	1	342	1.60018e-143	409.8	cl30261	SpsE superfamily	 - 	 - 
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	specific	376990	34	271	4.82163e-124	356.038	pfam03102	NeuB	 - 	cl17225
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	superfamily	388417	34	271	4.82163e-124	356.038	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	non-specific	274655	14	322	1.77892e-96	289.482	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	superfamily	274655	14	322	1.77892e-96	289.482	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	specific	212160	285	322	8.24391e-13	62.3578	cd11615	SAF_NeuB_like	C	cl00555
Q#204 - >13:Azospirillum lipoferum 4B | AZOLI_p10576	superfamily	382078	285	322	8.24391e-13	62.3578	cl00555	SAF superfamily	C	 - 
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	non-specific	163337	13	337	0	533.036	TIGR03586	PseI	 - 	cl31462
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	superfamily	163337	13	337	0	533.036	cl31462	PseI superfamily	 - 	 - 
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	specific	225000	1	342	3.22586e-146	416.348	COG2089	SpsE	 - 	cl30261
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	superfamily	225000	1	342	3.22586e-146	416.348	cl30261	SpsE superfamily	 - 	 - 
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	specific	376990	34	254	3.4587e-122	351.415	pfam03102	NeuB	 - 	cl17225
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	superfamily	388417	34	254	3.4587e-122	351.415	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	non-specific	274655	14	335	5.3507e-100	298.342	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	superfamily	274655	14	335	5.3507e-100	298.342	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	specific	212160	285	342	1.36895e-19	80.8474	cd11615	SAF_NeuB_like	 - 	cl00555
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	superfamily	382078	285	342	1.36895e-19	80.8474	cl00555	SAF superfamily	 - 	 - 
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	non-specific	378023	285	343	4.21358e-08	49.0967	pfam08666	SAF	 - 	cl00555
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	specific	214862	285	343	1.00178e-05	42.5534	smart00858	SAF	 - 	cl00555
Q#205 - >23:Azospirillum sp. B510 | AZL_a06600	non-specific	212159	289	342	0.00135015	36.2954	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	specific	163337	18	344	0	586.964	TIGR03586	PseI	 - 	cl31462
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	superfamily	163337	18	344	0	586.964	cl31462	PseI superfamily	 - 	 - 
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	specific	225000	5	346	6.68105e-141	403.251	COG2089	SpsE	 - 	cl30261
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	superfamily	225000	5	346	6.68105e-141	403.251	cl30261	SpsE superfamily	 - 	 - 
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	specific	376990	46	277	1.637e-117	339.859	pfam03102	NeuB	 - 	cl17225
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	superfamily	388417	46	277	1.637e-117	339.859	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	non-specific	274655	19	339	1.48487e-95	287.171	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	superfamily	274655	19	339	1.48487e-95	287.171	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	specific	212160	292	349	5.72637e-19	79.3066	cd11615	SAF_NeuB_like	 - 	cl00555
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	superfamily	382078	292	349	5.72637e-19	79.3066	cl00555	SAF superfamily	 - 	 - 
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	non-specific	378023	292	349	2.4641e-09	52.9487	pfam08666	SAF	 - 	cl00555
Q#206 - >351:Shewanella denitrificans OS217 | Sden_3113	specific	214862	292	349	3.66035e-06	43.709	smart00858	SAF	 - 	cl00555
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	specific	163337	18	344	0	576.564	TIGR03586	PseI	 - 	cl31462
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	superfamily	163337	18	344	0	576.564	cl31462	PseI superfamily	 - 	 - 
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	specific	225000	6	347	2.70389e-150	427.134	COG2089	SpsE	 - 	cl30261
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	superfamily	225000	6	347	2.70389e-150	427.134	cl30261	SpsE superfamily	 - 	 - 
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	specific	376990	39	277	1.8775e-126	362.586	pfam03102	NeuB	 - 	cl17225
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	superfamily	388417	39	277	1.8775e-126	362.586	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	non-specific	274655	19	342	1.00049e-105	313.364	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	superfamily	274655	19	342	1.00049e-105	313.364	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	specific	212160	292	349	3.42513e-20	82.7734	cd11615	SAF_NeuB_like	 - 	cl00555
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	superfamily	382078	292	349	3.42513e-20	82.7734	cl00555	SAF superfamily	 - 	 - 
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	non-specific	378023	292	349	8.67705e-10	54.1043	pfam08666	SAF	 - 	cl00555
Q#207 - >363:Shewanella loihica PV-4 | Shew_1329	specific	214862	292	349	1.08111e-06	45.2498	smart00858	SAF	 - 	cl00555
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	non-specific	163337	13	339	1.12506e-179	500.294	TIGR03586	PseI	 - 	cl31462
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	superfamily	163337	13	339	1.12506e-179	500.294	cl31462	PseI superfamily	 - 	 - 
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	specific	225000	1	344	8.12344e-145	412.881	COG2089	SpsE	 - 	cl30261
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	superfamily	225000	1	344	8.12344e-145	412.881	cl30261	SpsE superfamily	 - 	 - 
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	specific	376990	35	271	1.13487e-110	322.14	pfam03102	NeuB	 - 	cl17225
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	superfamily	388417	35	271	1.13487e-110	322.14	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	non-specific	274655	14	337	3.69492e-96	288.326	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	superfamily	274655	14	337	3.69492e-96	288.326	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	specific	212160	287	340	1.28594e-19	80.8474	cd11615	SAF_NeuB_like	 - 	cl00555
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	superfamily	382078	287	340	1.28594e-19	80.8474	cl00555	SAF superfamily	 - 	 - 
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	non-specific	378023	287	344	2.7012e-08	49.8671	pfam08666	SAF	 - 	cl00555
Q#208 - >14:Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype) | MADE_1005820	specific	214862	287	344	4.53552e-05	40.6274	smart00858	SAF	 - 	cl00555
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	non-specific	274655	18	334	7.92347e-146	414.672	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	superfamily	274655	18	334	7.92347e-146	414.672	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	non-specific	225000	10	347	6.69214e-118	344.316	COG2089	SpsE	 - 	cl30261
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	superfamily	225000	10	347	6.69214e-118	344.316	cl30261	SpsE superfamily	 - 	 - 
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	specific	376990	38	274	2.63155e-109	318.673	pfam03102	NeuB	 - 	cl17225
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	superfamily	388417	38	274	2.63155e-109	318.673	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	non-specific	163337	17	334	2.45231e-91	276.108	TIGR03586	PseI	 - 	cl31462
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	superfamily	163337	17	334	2.45231e-91	276.108	cl31462	PseI superfamily	 - 	 - 
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	specific	212160	289	346	6.50687e-19	79.3066	cd11615	SAF_NeuB_like	 - 	cl00555
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	superfamily	382078	289	346	6.50687e-19	79.3066	cl00555	SAF superfamily	 - 	 - 
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	non-specific	378023	289	347	2.73098e-05	41.3927	pfam08666	SAF	 - 	cl00555
Q#209 - >397:Synechococcus sp. CC9311 | sync_0174	specific	214862	289	347	0.00427	35.2346	smart00858	SAF	 - 	cl00555
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	specific	163337	18	344	0	546.133	TIGR03586	PseI	 - 	cl31462
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	superfamily	163337	18	344	0	546.133	cl31462	PseI superfamily	 - 	 - 
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	specific	225000	5	350	5.89019e-153	433.682	COG2089	SpsE	 - 	cl30261
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	superfamily	225000	5	350	5.89019e-153	433.682	cl30261	SpsE superfamily	 - 	 - 
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	specific	376990	39	278	5.36688e-120	345.637	pfam03102	NeuB	 - 	cl17225
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	superfamily	388417	39	278	5.36688e-120	345.637	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	non-specific	274655	19	340	6.73924e-102	302.964	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	superfamily	274655	19	340	6.73924e-102	302.964	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	specific	212160	292	349	1.72965e-21	86.2402	cd11615	SAF_NeuB_like	 - 	cl00555
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	superfamily	382078	292	349	1.72965e-21	86.2402	cl00555	SAF superfamily	 - 	 - 
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	non-specific	378023	292	350	1.35252e-09	53.3339	pfam08666	SAF	 - 	cl00555
Q#210 - >359:Shewanella sp. ANA-3 | Shewana3_1304	specific	214862	292	350	3.40607e-08	49.487	smart00858	SAF	 - 	cl00555
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	specific	163337	27	353	0	551.911	TIGR03586	PseI	 - 	cl31462
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	superfamily	163337	27	353	0	551.911	cl31462	PseI superfamily	 - 	 - 
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	specific	225000	15	358	1.47658e-142	407.488	COG2089	SpsE	 - 	cl30261
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	superfamily	225000	15	358	1.47658e-142	407.488	cl30261	SpsE superfamily	 - 	 - 
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	specific	376990	48	284	4.93226e-117	338.704	pfam03102	NeuB	 - 	cl17225
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	superfamily	388417	48	284	4.93226e-117	338.704	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	non-specific	274655	28	344	2.57937e-98	294.49	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	superfamily	274655	28	344	2.57937e-98	294.49	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	specific	212160	301	358	8.2246e-20	81.6178	cd11615	SAF_NeuB_like	 - 	cl00555
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	superfamily	382078	301	358	8.2246e-20	81.6178	cl00555	SAF superfamily	 - 	 - 
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	non-specific	378023	301	351	3.89612e-06	43.7039	pfam08666	SAF	 - 	cl00555
Q#211 - >304:Psychromonas sp. CNPT3 | PCNPT3_05235	specific	214862	301	359	0.00374348	35.2346	smart00858	SAF	 - 	cl00555
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	specific	163337	16	342	0	614.699	TIGR03586	PseI	 - 	cl31462
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	superfamily	163337	16	342	0	614.699	cl31462	PseI superfamily	 - 	 - 
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	specific	225000	4	347	1.93212e-153	434.838	COG2089	SpsE	 - 	cl30261
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	superfamily	225000	4	347	1.93212e-153	434.838	cl30261	SpsE superfamily	 - 	 - 
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	specific	376990	37	273	2.93612e-122	351.415	pfam03102	NeuB	 - 	cl17225
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	superfamily	388417	37	273	2.93612e-122	351.415	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	non-specific	274655	17	340	7.34451e-106	312.979	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	superfamily	274655	17	340	7.34451e-106	312.979	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	specific	212160	290	347	1.73397e-20	83.5438	cd11615	SAF_NeuB_like	 - 	cl00555
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	superfamily	382078	290	347	1.73397e-20	83.5438	cl00555	SAF superfamily	 - 	 - 
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	non-specific	378023	290	348	5.88327e-08	48.7115	pfam08666	SAF	 - 	cl00555
Q#212 - >297:Photobacterium profundum SS9 | PBPRA2707	specific	214862	290	348	2.89532e-05	41.3978	smart00858	SAF	 - 	cl00555
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	specific	163337	17	343	0	611.617	TIGR03586	PseI	 - 	cl31462
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	superfamily	163337	17	343	0	611.617	cl31462	PseI superfamily	 - 	 - 
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	specific	225000	5	344	4.74818e-158	446.394	COG2089	SpsE	 - 	cl30261
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	superfamily	225000	5	344	4.74818e-158	446.394	cl30261	SpsE superfamily	 - 	 - 
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	specific	376990	38	274	4.80415e-124	356.038	pfam03102	NeuB	 - 	cl17225
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	superfamily	388417	38	274	4.80415e-124	356.038	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	non-specific	274655	18	343	4.03169e-112	329.158	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	superfamily	274655	18	343	4.03169e-112	329.158	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	specific	212160	291	348	9.68126e-22	87.0106	cd11615	SAF_NeuB_like	 - 	cl00555
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	superfamily	382078	291	348	9.68126e-22	87.0106	cl00555	SAF superfamily	 - 	 - 
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	non-specific	378023	291	349	4.18579e-09	52.1783	pfam08666	SAF	 - 	cl00555
Q#213 - >415:Aiivibrio fischeri MJ11 (Vibrio fischeri MJ11) | VFMJ11_0175	specific	214862	291	349	4.77949e-06	43.3238	smart00858	SAF	 - 	cl00555
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	specific	163337	18	343	0	565.008	TIGR03586	PseI	 - 	cl31462
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	superfamily	163337	18	343	0	565.008	cl31462	PseI superfamily	 - 	 - 
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	specific	225000	5	349	6.43694e-154	435.993	COG2089	SpsE	 - 	cl30261
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	superfamily	225000	5	349	6.43694e-154	435.993	cl30261	SpsE superfamily	 - 	 - 
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	specific	376990	38	274	4.58967e-120	346.023	pfam03102	NeuB	 - 	cl17225
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	superfamily	388417	38	274	4.58967e-120	346.023	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#214 - >226:Marinomonas mediterranea MMB-1 | Marme_0618	non-specific	274655	18	343	3.39978e-101	301.423	TIGR03569	NeuB_NnaB	 - 	cl30262
